tr_id,half_life,r_squared,Actual_D,D
FBtr0100531,1.583192464,0.828786261,0.437816119,1.79E-01
FBtr0081752,1.585423328,0.641817738,0.437200064,1.79E-01
FBtr0346539,1.588460986,0.535395938,0.436363994,1.78E-01
FBtr0070721,1.589176306,0.9256731,0.436167578,1.78E-01
FBtr0070368,1.590225385,0.875905688,0.435879836,1.78E-01
FBtr0076745,1.590489658,0.890091017,0.435807411,1.77E-01
FBtr0088948,1.592463265,0.924787202,0.435267297,1.77E-01
FBtr0086627,1.592926438,0.919060447,0.435140735,1.77E-01
FBtr0089760,1.593084532,0.958397983,0.435097552,1.77E-01
FBtr0077987,1.594794834,0.735291143,0.434630942,1.76E-01
FBtr0345229,1.59518538,0.828976156,0.434524532,1.76E-01
FBtr0082231,1.596035042,0.88056231,0.434293209,1.76E-01
FBtr0079637,1.596339037,0.930111744,0.434210506,1.76E-01
FBtr0089221,1.596518575,0.512804443,0.434161676,1.76E-01
FBtr0080590,1.597128739,0.80483472,0.43399581,1.76E-01
FBtr0302182,1.598130647,0.884557365,0.433723727,1.76E-01
FBtr0335020,1.598446071,0.918203203,0.43363814,1.76E-01
FBtr0331410,1.600602513,0.925720185,0.433053912,1.75E-01
FBtr0072237,1.60176771,0.973035166,0.43273889,1.75E-01
FBtr0303580,1.602568306,0.473120157,0.432522706,1.75E-01
FBtr0085366,1.605596279,0.632783552,0.431707017,1.74E-01
FBtr0083483,1.608939821,0.948821438,0.430809886,1.73E-01
FBtr0072565,1.609119289,0.662385965,0.430761837,1.73E-01
FBtr0076689,1.612400731,0.932512287,0.429885181,1.73E-01
FBtr0334308,1.61454977,0.809930553,0.429312985,1.72E-01
FBtr0076392,1.614607095,0.642891689,0.429297742,1.72E-01
FBtr0085216,1.616880321,0.915653577,0.428694178,1.72E-01
FBtr0309104,1.617351112,0.83429388,0.428569391,1.72E-01
FBtr0335476,1.617660539,0.906505909,0.428487414,1.72E-01
FBtr0083745,1.618355971,0.942565277,0.428303286,1.71E-01
FBtr0087593,1.619038217,0.344936328,0.428122804,1.71E-01
FBtr0079223,1.619394565,0.896900438,0.428028595,1.71E-01
FBtr0082413,1.620146795,0.962940174,0.427829863,1.71E-01
FBtr0345109,1.620502593,0.458829695,0.427735928,1.71E-01
FBtr0071143,1.620803667,0.915631684,0.427656474,1.71E-01
FBtr0087202,1.62150794,0.421840223,0.427470729,1.71E-01
FBtr0303029,1.622034446,0.412196762,0.427331973,1.71E-01
FBtr0309862,1.623509338,0.565451161,0.42694376,1.70E-01
FBtr0089549,1.624736416,0.895390199,0.426621312,1.70E-01
FBtr0079901,1.62655707,0.67809859,0.426143781,1.70E-01
FBtr0088674,1.6266751,0.723013095,0.426112861,1.70E-01
FBtr0079840,1.628179298,0.950159284,0.425719195,1.69E-01
FBtr0331376,1.630035348,0.941374026,0.425234447,1.69E-01
FBtr0073127,1.63112049,0.946118974,0.42495155,1.69E-01
FBtr0074777,1.63145306,0.92891248,0.424864924,1.69E-01
FBtr0301911,1.634841568,0.577237747,0.423984314,1.68E-01
FBtr0083289,1.635271327,0.870288893,0.423872888,1.68E-01
FBtr0100321,1.641374652,0.963823567,0.42229675,1.67E-01
FBtr0076139,1.642809286,0.87400892,0.421927966,1.66E-01
FBtr0300256,1.643982927,0.773499723,0.421626751,1.66E-01
FBtr0076217,1.644252813,0.951558706,0.421557546,1.66E-01
FBtr0074112,1.644460185,0.902869959,0.421504386,1.66E-01
FBtr0302184,1.648151136,0.672130736,0.420560448,1.65E-01
FBtr0332710,1.651120543,0.907154717,0.419804104,1.65E-01
FBtr0080091,1.651577445,0.500839077,0.419687967,1.64E-01
FBtr0310501,1.652336635,0.941871574,0.419495135,1.64E-01
FBtr0305968,1.656073986,0.859075991,0.418548438,1.64E-01
FBtr0070207,1.659894125,0.897225979,0.417585176,1.63E-01
FBtr0083295,1.660115879,0.670851238,0.417529396,1.63E-01
FBtr0086938,1.660524039,0.667254602,0.417426767,1.63E-01
FBtr0089489,1.661245934,0.91142656,0.417245374,1.62E-01
FBtr0074492,1.671303567,0.639314543,0.414734459,1.60E-01
FBtr0331395,1.674545014,0.280737177,0.41393165,1.60E-01
FBtr0070284,1.674999492,0.445060693,0.413819338,1.60E-01
FBtr0100589,1.676208387,0.920290999,0.413520888,1.60E-01
FBtr0301429,1.676304775,0.929833091,0.41349711,1.59E-01
FBtr0070370,1.677957168,0.582252097,0.413089913,1.59E-01
FBtr0081502,1.680962505,0.951112061,0.412351363,1.59E-01
FBtr0070234,1.681853319,0.825349719,0.412132956,1.58E-01
FBtr0075150,1.684499046,0.581720748,0.411485647,1.58E-01
FBtr0340289,1.6853179,0.668171895,0.411285717,1.58E-01
FBtr0078104,1.686065555,0.748912451,0.41110334,1.58E-01
FBtr0334588,1.687053035,0.469922141,0.410862709,1.57E-01
FBtr0076104,1.687654164,0.610127697,0.410716363,1.57E-01
FBtr0079885,1.687844713,0.577790261,0.410669995,1.57E-01
FBtr0307528,1.68817977,0.575766567,0.410588489,1.57E-01
FBtr0089743,1.690696088,0.753837643,0.409977397,1.57E-01
FBtr0081459,1.690848301,0.769925787,0.40994049,1.57E-01
FBtr0088375,1.691330134,0.899660646,0.409823704,1.57E-01
FBtr0076260,1.691968881,0.771405739,0.409668989,1.56E-01
FBtr0072713,1.695581641,0.942491114,0.408796111,1.56E-01
FBtr0078083,1.696626777,0.916060883,0.408544289,1.56E-01
FBtr0335473,1.696666431,0.852525825,0.408534741,1.56E-01
FBtr0074596,1.698086919,0.738757167,0.408192992,1.55E-01
FBtr0081479,1.698562722,0.795874475,0.408078649,1.55E-01
FBtr0076363,1.701007954,0.802182304,0.407492028,1.55E-01
FBtr0074334,1.701190591,0.8988734,0.40744828,1.55E-01
FBtr0077979,1.702340723,0.827878272,0.407173001,1.54E-01
FBtr0304801,1.702901989,0.806698379,0.407038799,1.54E-01
FBtr0073561,1.704550206,0.888440722,0.406645212,1.54E-01
FBtr0336458,1.706002249,0.877619846,0.406299101,1.54E-01
FBtr0302315,1.708935318,0.719860659,0.405601765,1.53E-01
FBtr0079128,1.709197848,0.805811444,0.405539465,1.53E-01
FBtr0074675,1.710599416,0.744801102,0.405207189,1.53E-01
FBtr0081246,1.711751589,0.775581318,0.404934445,1.53E-01
FBtr0079681,1.712369093,0.753869028,0.404788421,1.53E-01
FBtr0300735,1.715566644,0.643057713,0.404033957,1.52E-01
FBtr0305966,1.716869451,0.85969885,0.403727366,1.52E-01
FBtr0081150,1.71877306,0.477156523,0.403280222,1.51E-01
FBtr0082330,1.718974326,0.523882049,0.403233003,1.51E-01
FBtr0072775,1.720970417,0.869203294,0.402765308,1.51E-01
FBtr0074616,1.721442695,0.599886883,0.40265481,1.51E-01
FBtr0345253,1.723896416,0.757771371,0.402081688,1.50E-01
FBtr0087825,1.725106697,0.91765071,0.4017996,1.50E-01
FBtr0083358,1.725337019,0.890640425,0.401745962,1.50E-01
FBtr0073086,1.726008194,0.465131739,0.401589739,1.50E-01
FBtr0331572,1.728185137,0.699925843,0.401083869,1.50E-01
FBtr0075825,1.728605622,0.748924188,0.400986305,1.50E-01
FBtr0082515,1.730639572,0.933895726,0.400515042,1.49E-01
FBtr0071289,1.732341528,0.884033768,0.400121552,1.49E-01
FBtr0329999,1.733069593,0.781016141,0.39995346,1.49E-01
FBtr0077212,1.733991012,0.928962824,0.39974093,1.49E-01
FBtr0339440,1.736130452,0.433791608,0.399248328,1.48E-01
FBtr0077830,1.736566263,0.785369859,0.399148132,1.48E-01
FBtr0075141,1.738915982,0.57666843,0.398608781,1.48E-01
FBtr0077886,1.739330995,0.902667124,0.398513671,1.48E-01
FBtr0310143,1.740699626,0.518304672,0.398200339,1.47E-01
FBtr0300944,1.740732303,0.818286372,0.398192864,1.47E-01
FBtr0331976,1.7411987,0.382997658,0.398086204,1.47E-01
FBtr0110879,1.741914994,0.941479676,0.397922507,1.47E-01
FBtr0088944,1.743128921,0.741903771,0.39764539,1.47E-01
FBtr0345640,1.744937242,0.521740012,0.397233301,1.47E-01
FBtr0070245,1.746358071,0.803931062,0.396910114,1.46E-01
FBtr0074887,1.7468356,0.410443071,0.396801611,1.46E-01
FBtr0345204,1.747548481,0.341484051,0.396639743,1.46E-01
FBtr0072831,1.748741104,0.564006784,0.396369239,1.46E-01
FBtr0086971,1.7487641,0.481213321,0.396364027,1.46E-01
FBtr0082482,1.749598152,0.848195214,0.396175076,1.46E-01
FBtr0076501,1.750862511,0.329832215,0.395888984,1.46E-01
FBtr0303234,1.751796012,0.832789993,0.395678022,1.45E-01
FBtr0085199,1.752115902,0.886428136,0.395605781,1.45E-01
FBtr0079270,1.752291354,0.484334543,0.395566171,1.45E-01
FBtr0077744,1.753739971,0.895424816,0.395239427,1.45E-01
FBtr0082833,1.755171272,0.690739377,0.394917118,1.45E-01
FBtr0340148,1.755685235,0.798096359,0.394801509,1.45E-01
FBtr0334035,1.756418214,0.747025326,0.394636753,1.45E-01
FBtr0084297,1.756532791,0.819443545,0.394611011,1.45E-01
FBtr0307383,1.756858059,0.762627639,0.394537952,1.45E-01
FBtr0083563,1.758295339,0.922198396,0.394215446,1.44E-01
FBtr0334888,1.758481194,0.864882997,0.394173781,1.44E-01
FBtr0331811,1.758831248,0.621022764,0.39409533,1.44E-01
FBtr0336520,1.760070563,0.730091344,0.393817836,1.44E-01
FBtr0304887,1.760155838,0.76278694,0.393798757,1.44E-01
FBtr0075327,1.76162379,0.376563994,0.393470606,1.44E-01
FBtr0083690,1.764330382,0.498835634,0.392866998,1.43E-01
FBtr0331744,1.768469508,0.88234378,0.391947488,1.43E-01
FBtr0445187,1.769438358,0.598363593,0.391732878,1.42E-01
FBtr0074178,1.770197095,0.75175455,0.391564975,1.42E-01
FBtr0074384,1.770398975,0.916977377,0.391520324,1.42E-01
FBtr0078997,1.770656109,0.660659332,0.391463468,1.42E-01
FBtr0085367,1.77142469,0.653358923,0.391293621,1.42E-01
FBtr0340363,1.772835517,0.681444802,0.390982228,1.42E-01
FBtr0310341,1.775167104,0.369285214,0.390468694,1.41E-01
FBtr0073040,1.778036489,0.919067491,0.389838558,1.41E-01
FBtr0077453,1.780777227,0.949786984,0.38923857,1.40E-01
FBtr0308353,1.780955548,0.479715558,0.389199596,1.40E-01
FBtr0076771,1.782870625,0.761735585,0.388781536,1.40E-01
FBtr0080008,1.786021193,0.564935873,0.38809572,1.40E-01
FBtr0474232,1.786021193,0.564935873,0.38809572,1.40E-01
FBtr0071397,1.787582666,0.627640737,0.387756714,1.39E-01
FBtr0300822,1.787636942,0.669122266,0.387744941,1.39E-01
FBtr0290316,1.787968154,0.859830704,0.387673113,1.39E-01
FBtr0070825,1.788702029,0.550830868,0.387514057,1.39E-01
FBtr0076181,1.789990846,0.355970595,0.387235042,1.39E-01
FBtr0078066,1.790952463,0.93515003,0.387027124,1.39E-01
FBtr0290234,1.792567562,0.927284829,0.386678413,1.38E-01
FBtr0072914,1.795315195,0.598485358,0.386086623,1.38E-01
FBtr0308597,1.796035964,0.285979818,0.385931682,1.38E-01
FBtr0305154,1.796724009,0.929298811,0.385783892,1.38E-01
FBtr0081445,1.799545911,0.742931285,0.385178937,1.37E-01
FBtr0070390,1.799821407,0.836609537,0.385119978,1.37E-01
FBtr0074042,1.800212952,0.827914489,0.385036215,1.37E-01
FBtr0474150,1.800212952,0.827914489,0.385036215,1.37E-01
FBtr0082519,1.80034622,0.910025021,0.385007713,1.37E-01
FBtr0089330,1.804707165,0.758620525,0.38407737,1.36E-01
FBtr0074385,1.806666247,0.933840501,0.38366089,1.36E-01
FBtr0076548,1.809394987,0.955819269,0.383082293,1.36E-01
FBtr0087675,1.810663622,0.867339474,0.382813888,1.36E-01
FBtr0082891,1.811162784,0.880941091,0.382708383,1.35E-01
FBtr0330098,1.811213928,0.815116548,0.382697576,1.35E-01
FBtr0071758,1.814412322,0.931421028,0.382022968,1.35E-01
FBtr0081259,1.815585844,0.79275583,0.381776044,1.35E-01
FBtr0337015,1.815887212,0.569718841,0.381712684,1.35E-01
FBtr0340314,1.818502344,0.812618506,0.381163754,1.34E-01
FBtr0070482,1.818573257,0.857998481,0.381148891,1.34E-01
FBtr0086172,1.818829963,0.526171824,0.381095097,1.34E-01
FBtr0074577,1.81908816,0.662785342,0.381041005,1.34E-01
FBtr0339756,1.819283946,0.713338208,0.380999998,1.34E-01
FBtr0309322,1.819368925,0.482520484,0.380982203,1.34E-01
FBtr0072667,1.819609141,0.949891906,0.380931907,1.34E-01
FBtr0079960,1.820689277,0.720112156,0.380705917,1.34E-01
FBtr0302666,1.821106659,0.445048711,0.380618662,1.34E-01
FBtr0079748,1.82116923,0.893731904,0.380605585,1.34E-01
FBtr0082406,1.82253627,0.757782512,0.380320102,1.34E-01
FBtr0346608,1.822801516,0.464665849,0.38026476,1.34E-01
FBtr0076488,1.823118695,0.809513798,0.380198603,1.34E-01
FBtr0087278,1.825279921,0.82000291,0.379748428,1.33E-01
FBtr0300128,1.826012048,0.922210861,0.37959617,1.33E-01
FBtr0331646,1.826423706,0.452748345,0.379510613,1.33E-01
FBtr0075393,1.827930022,0.795154843,0.379197875,1.33E-01
FBtr0330137,1.827930022,0.795154843,0.379197875,1.33E-01
FBtr0302609,1.828696727,0.690261835,0.379038892,1.33E-01
FBtr0086126,1.829294854,0.917323939,0.378914957,1.33E-01
FBtr0071756,1.830102043,0.774912164,0.378747832,1.32E-01
FBtr0077815,1.830422267,0.77060529,0.378681571,1.32E-01
FBtr0086970,1.831685206,0.631539257,0.378420472,1.32E-01
FBtr0081442,1.831797527,0.80960845,0.378397268,1.32E-01
FBtr0072987,1.833101185,0.398396502,0.378128161,1.32E-01
FBtr0078837,1.834033119,0.877654746,0.377936022,1.32E-01
FBtr0333085,1.834195943,0.32683054,0.377902472,1.32E-01
FBtr0333909,1.837748918,0.824005699,0.377171862,1.31E-01
FBtr0334160,1.838300022,0.615681292,0.377058789,1.31E-01
FBtr0300751,1.839933451,0.785619615,0.37672405,1.31E-01
FBtr0347425,1.840002614,0.533158233,0.376709889,1.31E-01
FBtr0347424,1.840002614,0.533158233,0.376709889,1.31E-01
FBtr0088692,1.841606958,0.635084384,0.376381713,1.31E-01
FBtr0082715,1.842630006,0.888009064,0.376172741,1.30E-01
FBtr0079872,1.843680222,0.860993516,0.375958462,1.30E-01
FBtr0330046,1.844373588,0.679591436,0.375817126,1.30E-01
FBtr0089521,1.844373588,0.679591436,0.375817126,1.30E-01
FBtr0300973,1.846073881,0.789207666,0.375470986,1.30E-01
FBtr0300975,1.846073881,0.789207666,0.375470986,1.30E-01
FBtr0073798,1.848006369,0.887403895,0.37507835,1.30E-01
FBtr0301139,1.848617736,0.745120019,0.374954306,1.30E-01
FBtr0070334,1.849993594,0.772930605,0.374675449,1.29E-01
FBtr0079268,1.850600819,0.915774158,0.374552509,1.29E-01
FBtr0071757,1.852583449,0.643638081,0.374151664,1.29E-01
FBtr0073992,1.853252531,0.330398639,0.374016584,1.29E-01
FBtr0088676,1.855283429,0.652759547,0.373607164,1.29E-01
FBtr0111006,1.856347014,0.546746394,0.373393108,1.28E-01
FBtr0073774,1.857236052,0.630190235,0.373214369,1.28E-01
FBtr0073244,1.857802024,0.813797623,0.37310067,1.28E-01
FBtr0310296,1.858084518,0.424302653,0.373043946,1.28E-01
FBtr0332728,1.859123773,0.531017099,0.372835413,1.28E-01
FBtr0082233,1.865730539,0.84632738,0.37151516,1.27E-01
FBtr0074946,1.867409638,0.941456488,0.371181109,1.27E-01
FBtr0077080,1.871158605,0.941916221,0.370437428,1.26E-01
FBtr0088458,1.872405791,0.820040042,0.370190684,1.26E-01
FBtr0079710,1.874230153,0.522539653,0.369830343,1.26E-01
FBtr0100591,1.876907721,0.770501706,0.369302749,1.25E-01
FBtr0006151,1.876907721,0.770501706,0.369302749,1.25E-01
FBtr0299558,1.878484944,0.902322911,0.368992673,1.25E-01
FBtr0079403,1.879651644,0.816058179,0.368763639,1.25E-01
FBtr0337051,1.879891669,0.593463808,0.368716555,1.25E-01
FBtr0083114,1.880977552,0.607089959,0.368503696,1.25E-01
FBtr0076011,1.882875442,0.891285494,0.368132254,1.24E-01
FBtr0347063,1.883216117,0.509513224,0.368065659,1.24E-01
FBtr0334531,1.883233484,0.611158122,0.368062264,1.24E-01
FBtr0329974,1.886609866,0.903721172,0.36740356,1.24E-01
FBtr0303997,1.887136539,0.514495275,0.367301023,1.24E-01
FBtr0100379,1.887961515,0.456032404,0.367140524,1.24E-01
FBtr0077243,1.887981002,0.608123739,0.367136735,1.24E-01
FBtr0300382,1.888776863,0.898537384,0.366982037,1.24E-01
FBtr0321282,1.889576973,0.699475416,0.366826645,1.23E-01
FBtr0084252,1.890692445,0.68869281,0.366610224,1.23E-01
FBtr0334895,1.891113016,0.851782154,0.366528692,1.23E-01
FBtr0072755,1.891329061,0.485955793,0.366486824,1.23E-01
FBtr0300011,1.891879434,0.540773468,0.366380208,1.23E-01
FBtr0087804,1.892136641,0.573132579,0.366330404,1.23E-01
FBtr0087975,1.892600402,0.924142301,0.366240639,1.23E-01
FBtr0346336,1.896850698,0.799689163,0.365419999,1.22E-01
FBtr0332493,1.902565495,0.867549176,0.364322375,1.22E-01
FBtr0088632,1.902825917,0.952509028,0.364272514,1.22E-01
FBtr0303886,1.903782959,0.801027302,0.364089392,1.21E-01
FBtr0087806,1.906273208,0.565808955,0.363613766,1.21E-01
FBtr0086750,1.909049322,0.618575978,0.363085004,1.21E-01
FBtr0078203,1.909645391,0.756229118,0.362971672,1.21E-01
FBtr0082755,1.910651783,0.325294889,0.362780485,1.20E-01
FBtr0303341,1.912560782,0.803855748,0.36241838,1.20E-01
FBtr0070827,1.913895322,0.726582155,0.362165669,1.20E-01
FBtr0079878,1.916175219,0.918568796,0.361734759,1.20E-01
FBtr0079384,1.917176504,0.36567306,0.361545835,1.19E-01
FBtr0084034,1.919343719,0.848611449,0.361137598,1.19E-01
FBtr0083409,1.921358504,0.568708589,0.3607589,1.19E-01
FBtr0089648,1.921804309,0.838349923,0.360675214,1.19E-01
FBtr0076706,1.921914766,0.783291071,0.360654485,1.19E-01
FBtr0074924,1.92301475,0.926407109,0.360448187,1.19E-01
FBtr0085825,1.924025741,0.77889596,0.360258788,1.19E-01
FBtr0305988,1.924478054,0.341427791,0.360174115,1.18E-01
FBtr0077246,1.925982988,0.53323615,0.359892681,1.18E-01
FBtr0084356,1.926374884,0.871189481,0.359819465,1.18E-01
FBtr0070558,1.928301197,0.675205256,0.359460017,1.18E-01
FBtr0333147,1.928629819,0.596893788,0.359398768,1.18E-01
FBtr0305184,1.929118737,0.826851891,0.359307681,1.18E-01
FBtr0085795,1.930128235,0.834972101,0.359119756,1.18E-01
FBtr0070338,1.930733769,0.66468407,0.359007126,1.18E-01
FBtr0073600,1.930951777,0.853054453,0.358966593,1.18E-01
FBtr0075041,1.931022528,0.755168885,0.358953441,1.18E-01
FBtr0345317,1.931866133,0.941814837,0.358796693,1.17E-01
FBtr0331632,1.932590458,0.586830101,0.358662218,1.17E-01
FBtr0331717,1.932731505,0.918878206,0.358636044,1.17E-01
FBtr0079608,1.934957284,0.885359913,0.358223505,1.17E-01
FBtr0071538,1.936375144,0.656038349,0.357961205,1.17E-01
FBtr0076674,1.937180594,0.389032419,0.357812371,1.17E-01
FBtr0088478,1.939205677,0.93061943,0.357438712,1.16E-01
FBtr0084477,1.940528633,0.534759182,0.357195029,1.16E-01
FBtr0332727,1.940716662,0.90525272,0.357160421,1.16E-01
FBtr0335004,1.941711949,0.62756943,0.356977347,1.16E-01
FBtr0332423,1.942662324,0.886587096,0.356802709,1.16E-01
FBtr0304052,1.945237658,0.8681552,0.356330332,1.16E-01
FBtr0070947,1.946304445,0.640345228,0.356135024,1.15E-01
FBtr0300255,1.947477134,0.586720647,0.355920575,1.15E-01
FBtr0347187,1.94791585,0.464016536,0.355840413,1.15E-01
FBtr0339281,1.952298663,0.596822561,0.355041569,1.15E-01
FBtr0074922,1.952487664,0.932563874,0.355007201,1.15E-01
FBtr0301277,1.952843251,0.700753162,0.354942559,1.15E-01
FBtr0445725,1.953408354,0.799385384,0.354839877,1.15E-01
FBtr0086245,1.953780488,0.878726822,0.354772291,1.14E-01
FBtr0335218,1.954323673,0.948240561,0.354673686,1.14E-01
FBtr0345318,1.955007935,0.827880919,0.354549549,1.14E-01
FBtr0329951,1.956717549,0.690579656,0.354239773,1.14E-01
FBtr0079272,1.956717549,0.690579656,0.354239773,1.14E-01
FBtr0087759,1.95844832,0.697705152,0.353926715,1.14E-01
FBtr0085702,1.958952532,0.866866525,0.353835618,1.14E-01
FBtr0333084,1.959985853,0.93447683,0.353649073,1.14E-01
FBtr0075783,1.960049286,0.64520791,0.353637628,1.14E-01
FBtr0082002,1.961349265,0.70764324,0.353403238,1.13E-01
FBtr0087865,1.961621228,0.92672143,0.353354241,1.13E-01
FBtr0077351,1.962646908,0.802877363,0.353169578,1.13E-01
FBtr0077120,1.96352967,0.680034958,0.3530108,1.13E-01
FBtr0334706,1.964320824,0.950585527,0.352868621,1.13E-01
FBtr0310139,1.964598904,0.286259394,0.352818674,1.13E-01
FBtr0346437,1.965026775,0.485827713,0.35274185,1.13E-01
FBtr0079263,1.965517599,0.852331815,0.352653765,1.13E-01
FBtr0070337,1.965875057,0.802066008,0.352589641,1.13E-01
FBtr0081285,1.966513207,0.869454729,0.352475223,1.13E-01
FBtr0330036,1.966677875,0.712679715,0.35244571,1.13E-01
FBtr0083859,1.966677875,0.712679715,0.35244571,1.13E-01
FBtr0088137,1.966743705,0.950191208,0.352433913,1.13E-01
FBtr0084569,1.968164562,0.429460793,0.352179484,1.13E-01
FBtr0074579,1.968261685,0.826019927,0.352162106,1.13E-01
FBtr0085383,1.968273647,0.886780122,0.352159966,1.13E-01
FBtr0301044,1.971497543,0.938336548,0.351584096,1.12E-01
FBtr0072679,1.97190801,0.921272193,0.351510911,1.12E-01
FBtr0082627,1.975507505,0.425271454,0.350870436,1.12E-01
FBtr0077218,1.97596516,0.45073193,0.350789171,1.12E-01
FBtr0072013,1.976740995,0.888438606,0.350651493,1.11E-01
FBtr0347274,1.98292738,0.944385904,0.349557522,1.11E-01
FBtr0076870,1.984265471,0.851278312,0.349321797,1.10E-01
FBtr0078131,1.985084521,0.905503986,0.349177666,1.10E-01
FBtr0330035,1.985365925,0.691237748,0.349128174,1.10E-01
FBtr0071640,1.985703493,0.897837989,0.349068823,1.10E-01
FBtr0100282,1.986182841,0.946905812,0.348984578,1.10E-01
FBtr0330006,1.987071583,0.880139476,0.34882849,1.10E-01
FBtr0081946,1.988396996,0.748067822,0.348595971,1.10E-01
FBtr0085695,1.990410256,0.811275672,0.348243373,1.10E-01
FBtr0339403,1.990668777,0.538411065,0.348198148,1.10E-01
FBtr0085458,1.990839942,0.907324399,0.348168211,1.10E-01
FBtr0333247,1.992238525,0.367408497,0.347923791,1.09E-01
FBtr0334673,1.99855049,0.671773632,0.346824953,1.09E-01
FBtr0073434,2.000056128,0.927305833,0.346563864,1.08E-01
FBtr0084481,2.000603083,0.929651938,0.346469116,1.08E-01
FBtr0100593,2.001384899,0.489916114,0.346333772,1.08E-01
FBtr0100187,2.001384899,0.489916114,0.346333772,1.08E-01
FBtr0273230,2.003266443,0.643855897,0.346008482,1.08E-01
FBtr0072132,2.004202314,0.758160502,0.345846912,1.08E-01
FBtr0077243,2.005024234,0.322247446,0.345705139,1.08E-01
FBtr0086115,2.010697071,0.707620358,0.344729791,1.07E-01
FBtr0087897,2.011957245,0.663697459,0.344513872,1.07E-01
FBtr0300401,2.012526152,0.877194663,0.344416484,1.07E-01
