tr_id,half_life,r_squared,Actual_D,D
FBtr0331377,4.395456564,0.879009684,0.157696287,8.66E-03
FBtr0081318,4.396262788,0.470644087,0.157667367,8.65E-03
FBtr0082325,4.397473341,0.865090275,0.157623964,8.64E-03
FBtr0077497,4.398023773,0.663813361,0.157604237,8.63E-03
FBtr0083099,4.398854127,0.338478481,0.157574487,8.63E-03
FBtr0077481,4.39969817,0.847493046,0.157544257,8.62E-03
FBtr0078277,4.400922412,0.897657426,0.157500432,8.61E-03
FBtr0301008,4.402418695,0.890175691,0.157446901,8.59E-03
FBtr0082886,4.403151176,0.522372415,0.157420709,8.59E-03
FBtr0334936,4.403951895,0.857121175,0.157392087,8.58E-03
FBtr0081353,4.40624413,0.827440883,0.157310208,8.56E-03
FBtr0310082,4.408185921,0.377055914,0.157240913,8.54E-03
FBtr0072981,4.41027082,0.927294924,0.15716658,8.53E-03
FBtr0345028,4.41027082,0.927294924,0.15716658,8.53E-03
FBtr0085124,4.412148356,0.814149328,0.157099699,8.51E-03
FBtr0070711,4.412302257,0.730875813,0.15709422,8.51E-03
FBtr0346538,4.414250228,0.273826025,0.157024895,8.49E-03
FBtr0073826,4.414445687,0.845549158,0.157017943,8.49E-03
FBtr0100336,4.414587926,0.800709407,0.157012884,8.49E-03
FBtr0306165,4.415217516,0.64203992,0.156990494,8.48E-03
FBtr0088421,4.416594418,0.668948147,0.156941552,8.47E-03
FBtr0334645,4.416767965,0.371771689,0.156935385,8.47E-03
FBtr0088685,4.417096789,0.80725662,0.156923702,8.47E-03
FBtr0079523,4.418354174,0.88044376,0.156879044,8.46E-03
FBtr0088930,4.419767176,0.918124086,0.15682889,8.45E-03
FBtr0084068,4.423681912,0.454947017,0.156690104,8.41E-03
FBtr0073229,4.423815248,0.889557329,0.156685382,8.41E-03
FBtr0300547,4.424721984,0.85279881,0.156653273,8.40E-03
FBtr0077576,4.425015533,0.84393296,0.156642881,8.40E-03
FBtr0084602,4.425470559,0.758517153,0.156626775,8.40E-03
FBtr0079524,4.426134894,0.781290052,0.156603266,8.39E-03
FBtr0084560,4.428393824,0.863798312,0.156523383,8.37E-03
FBtr0100670,4.430676549,0.398065348,0.15644274,8.35E-03
FBtr0080829,4.434271098,0.484997685,0.156315923,8.32E-03
FBtr0081158,4.434837277,0.811477439,0.156295967,8.32E-03
FBtr0300761,4.436103084,0.373311147,0.156251369,8.31E-03
FBtr0074540,4.436657701,0.942243174,0.156231836,8.30E-03
FBtr0079782,4.437294938,0.935614955,0.1562094,8.30E-03
FBtr0345102,4.438664338,0.511708522,0.156161207,8.29E-03
FBtr0079295,4.438693079,0.852384905,0.156160196,8.28E-03
FBtr0330148,4.439547625,0.774480898,0.156130137,8.28E-03
FBtr0307301,4.439547625,0.774480898,0.156130137,8.28E-03
FBtr0083713,4.440300861,0.85557182,0.156103652,8.27E-03
FBtr0070626,4.440658921,0.550904618,0.156091065,8.27E-03
FBtr0071042,4.442056461,0.923755781,0.156041956,8.26E-03
FBtr0089705,4.442201939,0.876947189,0.156036846,8.26E-03
FBtr0076897,4.442281964,0.877729071,0.156034035,8.25E-03
FBtr0332706,4.443752963,0.694674834,0.155982384,8.24E-03
FBtr0070993,4.447170696,0.68944861,0.155862509,8.21E-03
FBtr0300708,4.448737516,0.070445341,0.155807615,8.20E-03
FBtr0089592,4.451247095,0.558580821,0.155719772,8.18E-03
FBtr0340631,4.452728678,0.578682887,0.155667958,8.17E-03
FBtr0334935,4.453218718,0.830073143,0.155650828,8.16E-03
FBtr0083291,4.453746536,0.92542582,0.155632382,8.16E-03
FBtr0087947,4.453901386,0.403687074,0.155626971,8.16E-03
FBtr0082012,4.454313268,0.817307345,0.15561258,8.15E-03
FBtr0073338,4.454315589,0.859671979,0.155612499,8.15E-03
FBtr0086072,4.457879352,0.595929007,0.155488098,8.13E-03
FBtr0340041,4.458047959,0.593640883,0.155482217,8.12E-03
FBtr0079198,4.458193027,0.775146631,0.155477158,8.12E-03
FBtr0084469,4.459498928,0.821533576,0.155431628,8.11E-03
FBtr0089950,4.460310718,0.408357005,0.155403339,8.11E-03
FBtr0076511,4.462072452,0.879369211,0.155341982,8.09E-03
FBtr0344377,4.462205487,0.460219548,0.155337351,8.09E-03
FBtr0089704,4.466780521,0.328404889,0.155178249,8.05E-03
FBtr0077243,4.467489879,0.296036892,0.15515361,8.05E-03
FBtr0300569,4.468583743,0.546330258,0.15511563,8.04E-03
FBtr0100413,4.471130765,0.273171858,0.155027266,8.02E-03
FBtr0310001,4.47239574,0.90239579,0.154983418,8.01E-03
FBtr0334791,4.472590268,0.774540713,0.154976678,8.01E-03
FBtr0072811,4.472890689,0.741794569,0.154966269,8.00E-03
FBtr0330660,4.47398561,0.456477049,0.154928344,7.99E-03
FBtr0079372,4.474151239,0.821546794,0.154922608,7.99E-03
FBtr0074448,4.475884736,0.716685595,0.154862607,7.98E-03
FBtr0100145,4.476862949,0.879193693,0.154828769,7.97E-03
FBtr0333628,4.476862949,0.879193693,0.154828769,7.97E-03
FBtr0070643,4.477102437,0.783941096,0.154820487,7.97E-03
FBtr0072743,4.477223377,0.466247248,0.154816305,7.97E-03
FBtr0112851,4.477840536,0.440446965,0.154794968,7.96E-03
FBtr0301733,4.478428168,0.85946475,0.154774656,7.96E-03
FBtr0333144,4.478562354,0.866519392,0.154770019,7.96E-03
FBtr0076017,4.482663676,0.752998835,0.154628415,7.92E-03
FBtr0304023,4.485316624,0.70670405,0.154536957,7.90E-03
FBtr0082371,4.487632789,0.616913452,0.154457197,7.88E-03
FBtr0330413,4.487848602,0.902986969,0.154449769,7.88E-03
FBtr0073567,4.487848602,0.902986969,0.154449769,7.88E-03
FBtr0087112,4.489260859,0.527194517,0.154401181,7.87E-03
FBtr0077442,4.489411358,0.81602058,0.154396005,7.87E-03
FBtr0077907,4.490090495,0.401830398,0.154372653,7.87E-03
FBtr0080169,4.491362802,0.904513672,0.154328922,7.85E-03
FBtr0079784,4.49333692,0.887676179,0.154261119,7.84E-03
FBtr0071487,4.493858707,0.735943705,0.154243207,7.84E-03
FBtr0342802,4.49527327,0.803106454,0.15419467,7.82E-03
FBtr0310337,4.49527327,0.803106454,0.15419467,7.82E-03
FBtr0334951,4.499934797,0.634804936,0.154034939,7.79E-03
FBtr0340456,4.500061905,0.841359937,0.154030588,7.79E-03
FBtr0334014,4.500317529,0.766943683,0.154021839,7.78E-03
FBtr0305052,4.502024515,0.88842521,0.15396344,7.77E-03
FBtr0082067,4.502890977,0.821863627,0.153933814,7.76E-03
FBtr0078475,4.504860069,0.907772901,0.153866529,7.75E-03
FBtr0079842,4.505099889,0.946714886,0.153858338,7.75E-03
FBtr0089726,4.505564545,0.69087159,0.15384247,7.74E-03
FBtr0339328,4.505924015,0.795856645,0.153830197,7.74E-03
FBtr0331765,4.505966128,0.432156362,0.15382876,7.74E-03
FBtr0077243,4.506096782,0.177881483,0.153824299,7.74E-03
FBtr0087864,4.506892391,0.827188636,0.153797145,7.73E-03
FBtr0091650,4.507973031,0.80811264,0.153760277,7.72E-03
FBtr0091651,4.507973031,0.80811264,0.153760277,7.72E-03
FBtr0331308,4.507986556,0.837165491,0.153759815,7.72E-03
FBtr0076165,4.508912627,0.776080133,0.153728235,7.72E-03
FBtr0070134,4.509709449,0.76638318,0.153701073,7.71E-03
FBtr0302526,4.510324806,0.831150319,0.153680103,7.71E-03
FBtr0083716,4.510855328,0.930973277,0.153662029,7.70E-03
FBtr0336466,4.511767273,0.690118187,0.15363097,7.69E-03
FBtr0074575,4.512359035,0.769511124,0.153610822,7.69E-03
FBtr0071832,4.514530371,0.804365926,0.15353694,7.67E-03
FBtr0310066,4.514888726,0.804265704,0.153524754,7.67E-03
FBtr0306301,4.515400981,0.71702172,0.153507337,7.67E-03
FBtr0337106,4.516243574,0.614746262,0.153478697,7.66E-03
FBtr0073076,4.516455087,0.903261727,0.15347151,7.66E-03
FBtr0075898,4.516643442,0.923214332,0.15346511,7.66E-03
FBtr0345086,4.517297791,0.45248503,0.153442879,7.65E-03
FBtr0076669,4.518282125,0.888953978,0.153409451,7.64E-03
FBtr0347152,4.522548638,0.393410681,0.153264727,7.61E-03
FBtr0070501,4.523213394,0.947016315,0.153242202,7.61E-03
FBtr0301065,4.523984236,0.722973305,0.153216091,7.60E-03
FBtr0300886,4.524277017,0.674642732,0.153206176,7.60E-03
FBtr0299559,4.524972531,0.837160323,0.153182627,7.59E-03
FBtr0346420,4.52818099,0.475784148,0.153074089,7.57E-03
FBtr0083751,4.528770071,0.496900341,0.153054178,7.56E-03
FBtr0334145,4.528786003,0.821101045,0.15305364,7.56E-03
FBtr0332529,4.530247575,0.921617841,0.153004261,7.55E-03
FBtr0077243,4.530605527,0.178400552,0.152992172,7.55E-03
FBtr0084938,4.531957232,0.585124216,0.152946541,7.54E-03
FBtr0332638,4.533981279,0.377251056,0.152878263,7.52E-03
FBtr0335274,4.534674414,0.197342585,0.152854895,7.52E-03
FBtr0082921,4.536456097,0.262130209,0.152794861,7.50E-03
FBtr0310432,4.537171449,0.735367162,0.152770771,7.50E-03
FBtr0302370,4.54417711,0.597909841,0.152535248,7.45E-03
FBtr0083992,4.544342745,0.830488503,0.152529688,7.45E-03
FBtr0073115,4.545009585,0.555354513,0.152507309,7.44E-03
FBtr0302853,4.547362576,0.563175132,0.152428395,7.42E-03
FBtr0344117,4.548656615,0.935418027,0.152385031,7.41E-03
FBtr0088451,4.549895147,0.759839995,0.15234355,7.40E-03
FBtr0080035,4.551298103,0.74849268,0.15229659,7.39E-03
FBtr0088433,4.554110805,0.832555766,0.152202529,7.37E-03
FBtr0452097,4.558078412,0.656961212,0.152070043,7.34E-03
FBtr0070216,4.560732762,0.876782254,0.151981538,7.32E-03
FBtr0340288,4.561409891,0.871052005,0.151958977,7.32E-03
FBtr0075098,4.56144318,0.351990474,0.151957868,7.32E-03
FBtr0336688,4.56538996,0.619754784,0.1518265,7.29E-03
FBtr0077243,4.56575869,0.317726743,0.151814239,7.29E-03
FBtr0301821,4.568946161,0.694301567,0.151708327,7.26E-03
FBtr0076183,4.572449634,0.859997197,0.151592087,7.24E-03
FBtr0306344,4.572647576,0.747002395,0.151585524,7.24E-03
FBtr0343323,4.57368099,0.739539532,0.151551274,7.23E-03
FBtr0077243,4.57499775,0.68622321,0.151507655,7.22E-03
FBtr0083373,4.575486951,0.869528995,0.151491456,7.21E-03
FBtr0344646,4.576187067,0.745215099,0.151468279,7.21E-03
FBtr0073694,4.576576424,0.9553565,0.151455393,7.21E-03
FBtr0085250,4.578957437,0.674560442,0.151376638,7.19E-03
FBtr0333945,4.580681028,0.812971685,0.151319679,7.18E-03
FBtr0300361,4.581238884,0.434201032,0.151301252,7.17E-03
FBtr0088959,4.582733758,0.729328088,0.151251898,7.16E-03
FBtr0303995,4.583316942,0.876343685,0.151232653,7.16E-03
FBtr0345368,4.583394416,0.786050931,0.151230097,7.16E-03
FBtr0304891,4.591331175,0.149486028,0.150968674,7.10E-03
FBtr0343604,4.592167192,0.832829414,0.15094119,7.09E-03
FBtr0087297,4.5926885,0.228392778,0.150924057,7.09E-03
FBtr0110978,4.593877761,0.548248818,0.150884986,7.08E-03
FBtr0085955,4.599148396,0.783169891,0.150712071,7.04E-03
FBtr0088710,4.599283388,0.935711094,0.150707648,7.04E-03
FBtr0085084,4.599734693,0.17937219,0.150692861,7.04E-03
FBtr0076688,4.604826798,0.952593891,0.150526222,7.00E-03
FBtr0331192,4.605429067,0.752250401,0.150506537,7.00E-03
FBtr0087392,4.606296745,0.827098625,0.150478186,6.99E-03
FBtr0087764,4.606696464,0.410123998,0.15046513,6.99E-03
FBtr0079638,4.608426048,0.88154403,0.150408659,6.98E-03
FBtr0333148,4.610340202,0.574648752,0.150346211,6.97E-03
FBtr0076480,4.610727936,0.912344682,0.150333568,6.96E-03
FBtr0087611,4.612207516,0.738872554,0.150285341,6.95E-03
FBtr0113727,4.613718948,0.933272535,0.150236109,6.94E-03
FBtr0331433,4.614798484,0.378138665,0.150200964,6.93E-03
FBtr0330391,4.616065213,0.551187567,0.150159746,6.92E-03
FBtr0070244,4.616065213,0.551187567,0.150159746,6.92E-03
FBtr0087734,4.61623232,0.820761348,0.15015431,6.92E-03
FBtr0339712,4.617361541,0.7087931,0.150117589,6.92E-03
FBtr0301101,4.617662348,0.818596981,0.15010781,6.91E-03
FBtr0077243,4.61889889,0.184336022,0.150067624,6.91E-03
FBtr0091885,4.619271336,0.16165863,0.150055524,6.90E-03
FBtr0091883,4.619271336,0.16165863,0.150055524,6.90E-03
FBtr0091881,4.619271336,0.16165863,0.150055524,6.90E-03
FBtr0072201,4.619652718,0.927101256,0.150043136,6.90E-03
FBtr0113452,4.622358747,0.91249019,0.149955297,6.88E-03
FBtr0077243,4.623894231,0.305206225,0.149905501,6.87E-03
FBtr0074484,4.624801631,0.78409707,0.149876089,6.86E-03
FBtr0343674,4.62648774,0.849574166,0.149821467,6.85E-03
FBtr0331559,4.627300689,0.63819151,0.149795146,6.85E-03
FBtr0074805,4.627640878,0.69503972,0.149784134,6.84E-03
FBtr0077243,4.628811567,0.159189316,0.149746251,6.84E-03
FBtr0076971,4.630862329,0.476695791,0.149679937,6.82E-03
FBtr0305040,4.631406556,0.240916815,0.149662348,6.82E-03
FBtr0077685,4.631421834,0.642299534,0.149661854,6.82E-03
FBtr0084670,4.63225048,0.825132037,0.149635082,6.81E-03
FBtr0300772,4.632702645,0.583039362,0.149620477,6.81E-03
FBtr0084866,4.632824898,0.756696671,0.149616529,6.81E-03
FBtr0336627,4.634029876,0.844315376,0.149577624,6.80E-03
FBtr0302592,4.636768248,0.781148628,0.149489287,6.78E-03
FBtr0079821,4.638051328,0.93595572,0.149447932,6.77E-03
FBtr0306063,4.639207186,0.338555963,0.149410697,6.76E-03
FBtr0082670,4.639570439,0.887402541,0.149398999,6.76E-03
FBtr0071275,4.641694278,0.712182892,0.149330641,6.75E-03
FBtr0080488,4.642588439,0.923095545,0.14930188,6.74E-03
FBtr0077952,4.642739408,0.46060279,0.149297025,6.74E-03
FBtr0084148,4.643904618,0.822272971,0.149259564,6.73E-03
FBtr0084571,4.644388801,0.617119457,0.149244004,6.73E-03
FBtr0070299,4.644925057,0.216029697,0.149226774,6.73E-03
FBtr0290222,4.645255041,0.71070185,0.149216173,6.72E-03
FBtr0071278,4.647245452,0.743436141,0.149152264,6.71E-03
FBtr0070508,4.648282341,0.258661293,0.149118993,6.70E-03
FBtr0087114,4.649792476,0.831805296,0.149070563,6.69E-03
FBtr0089617,4.651198513,0.826125007,0.149025499,6.68E-03
FBtr0306936,4.652420625,0.714582867,0.148986353,6.68E-03
FBtr0307277,4.652716714,0.837037154,0.148976872,6.67E-03
FBtr0452181,4.653177528,0.452419715,0.148962118,6.67E-03
FBtr0290258,4.653177528,0.452419715,0.148962118,6.67E-03
FBtr0299693,4.655261217,0.373034122,0.148895443,6.66E-03
FBtr0333657,4.658464869,0.51747063,0.148793047,6.63E-03
FBtr0084630,4.658583772,0.874209943,0.148789249,6.63E-03
FBtr0330264,4.659147339,0.657944839,0.148771252,6.63E-03
FBtr0076489,4.659207984,0.80695618,0.148769315,6.63E-03
FBtr0070988,4.660194192,0.848354281,0.148737832,6.62E-03
FBtr0100368,4.66099446,0.840321956,0.148712294,6.62E-03
FBtr0086708,4.661394465,0.842060629,0.148699533,6.62E-03
FBtr0303787,4.664504332,0.363942175,0.148600394,6.59E-03
FBtr0089620,4.666268412,0.771076876,0.148544216,6.58E-03
FBtr0082188,4.667104525,0.918566465,0.148517604,6.58E-03
FBtr0331945,4.671448538,0.610303919,0.148379496,6.55E-03
FBtr0301823,4.671895522,0.841061459,0.1483653,6.55E-03
FBtr0077243,4.678285875,0.257617104,0.148162639,6.50E-03
FBtr0301824,4.680211054,0.865155242,0.148101693,6.49E-03
FBtr0305182,4.682354551,0.444682793,0.148033895,6.48E-03
FBtr0299825,4.685885894,0.541283139,0.147922334,6.45E-03
FBtr0334153,4.686246826,0.614598494,0.147910942,6.45E-03
FBtr0072271,4.686759091,0.931774505,0.147894775,6.45E-03
FBtr0086830,4.687351446,0.624141519,0.147876085,6.44E-03
FBtr0074267,4.688944729,0.841768889,0.147825837,6.43E-03
FBtr0347403,4.691954074,0.825052961,0.147731024,6.41E-03
FBtr0339907,4.692326703,0.42066195,0.147719292,6.41E-03
FBtr0080629,4.69736397,0.733737309,0.147560884,6.38E-03
FBtr0334088,4.699186604,0.667931059,0.147503651,6.37E-03
FBtr0333708,4.700808351,0.832870198,0.147452763,6.36E-03
FBtr0077243,4.702047401,0.116797778,0.147413907,6.35E-03
FBtr0086227,4.70437342,0.795843812,0.147341021,6.33E-03
FBtr0082484,4.704882523,0.873520083,0.147325077,6.33E-03
FBtr0304671,4.705283223,0.782462259,0.147312531,6.33E-03
FBtr0083338,4.70603999,0.777533522,0.147288842,6.32E-03
FBtr0087353,4.707657254,0.859990904,0.147238243,6.31E-03
FBtr0085203,4.708344779,0.559011359,0.147216742,6.31E-03
FBtr0070042,4.709386235,0.787116953,0.147184186,6.30E-03
FBtr0087761,4.709694367,0.873577032,0.147174557,6.30E-03
FBtr0086516,4.712138207,0.956850614,0.147098228,6.28E-03
FBtr0301169,4.712353977,0.151610796,0.147091493,6.28E-03
FBtr0087201,4.712484227,0.460275424,0.147087427,6.28E-03
FBtr0346453,4.712851204,0.572136547,0.147075974,6.28E-03
FBtr0346452,4.712851204,0.572136547,0.147075974,6.28E-03
FBtr0077243,4.715361478,0.617961193,0.146997676,6.26E-03
FBtr0080494,4.715706418,0.754360456,0.146986924,6.26E-03
FBtr0088730,4.715824512,0.878964842,0.146983243,6.26E-03
FBtr0299789,4.717485821,0.895852279,0.146931481,6.25E-03
FBtr0346270,4.718550655,0.38723365,0.146898323,6.24E-03
FBtr0082192,4.719039166,0.416697603,0.146883117,6.24E-03
FBtr0345984,4.720147325,0.775469259,0.146848633,6.23E-03
FBtr0332593,4.720601609,0.622248108,0.146834501,6.23E-03
FBtr0082483,4.722784008,0.89607113,0.146766649,6.22E-03
FBtr0077243,4.72279763,0.261309523,0.146766225,6.22E-03
FBtr0074511,4.724529328,0.775818986,0.14671243,6.21E-03
FBtr0308212,4.727104026,0.826518117,0.146632521,6.19E-03
FBtr0086121,4.727725541,0.518977566,0.146613244,6.19E-03
FBtr0081897,4.728173671,0.812337799,0.146599349,6.18E-03
FBtr0080624,4.738624181,0.907005239,0.14627604,6.12E-03
FBtr0070910,4.740154847,0.81936114,0.146228805,6.11E-03
FBtr0330399,4.740612815,0.834550575,0.146214679,6.11E-03
FBtr0073803,4.740612815,0.834550575,0.146214679,6.11E-03
FBtr0339112,4.740884724,0.864125789,0.146206293,6.11E-03
FBtr0331770,4.74351929,0.910933327,0.146125089,6.09E-03
FBtr0083805,4.744679709,0.95008671,0.146089351,6.08E-03
FBtr0070283,4.746755115,0.820309649,0.146025477,6.07E-03
FBtr0300177,4.753050092,0.863992125,0.14583208,6.03E-03
FBtr0078348,4.753151263,0.375953137,0.145828976,6.03E-03
FBtr0080576,4.754539559,0.703924212,0.145786395,6.02E-03
FBtr0073491,4.754753014,0.631739829,0.14577985,6.02E-03
FBtr0082656,4.754958734,0.78547968,0.145773543,6.02E-03
FBtr0339638,4.755649771,0.783444122,0.145752361,6.01E-03
FBtr0073608,4.755929987,0.312055388,0.145743773,6.01E-03
FBtr0077243,4.75697071,0.524728176,0.145711887,6.01E-03
FBtr0077525,4.757102658,0.809581869,0.145707846,6.01E-03
FBtr0087943,4.758023921,0.711730925,0.145679633,6.00E-03
FBtr0074451,4.759599705,0.877440575,0.145631403,5.99E-03
FBtr0074630,4.765243414,0.688713142,0.145458924,5.96E-03
FBtr0087886,4.767323283,0.920571845,0.145395464,5.94E-03
FBtr0082203,4.768099066,0.558539599,0.145371808,5.94E-03
FBtr0084520,4.770647948,0.624199871,0.145294138,5.92E-03
FBtr0309316,4.772244283,0.891515849,0.145245536,5.92E-03
FBtr0079212,4.775051354,0.663025251,0.145160152,5.90E-03
FBtr0079651,4.775445991,0.840442372,0.145148156,5.90E-03
FBtr0086256,4.777297557,0.707162987,0.1450919,5.88E-03
FBtr0077243,4.778897341,0.31396293,0.145043329,5.88E-03
FBtr0088370,4.781515896,0.548228145,0.144963898,5.86E-03
FBtr0084208,4.788225051,0.611394973,0.144760777,5.82E-03
FBtr0333145,4.788758259,0.843946033,0.144744659,5.82E-03
FBtr0331529,4.789094957,0.542692093,0.144734483,5.82E-03
FBtr0073476,4.789375463,0.810861415,0.144726006,5.81E-03
FBtr0074104,4.78949853,0.669282693,0.144722287,5.81E-03
FBtr0347258,4.789897328,0.683036804,0.144710238,5.81E-03
FBtr0077243,4.79201563,0.284595589,0.144646269,5.80E-03
FBtr0345720,4.794493436,0.817550363,0.144571515,5.78E-03
FBtr0329879,4.797563327,0.880254904,0.144479006,5.77E-03
FBtr0077243,4.799384004,0.440898098,0.144424197,5.76E-03
FBtr0340029,4.805460984,0.563276868,0.144241558,5.72E-03
FBtr0070515,4.806302583,0.756611642,0.144216301,5.72E-03
FBtr0113769,4.807604585,0.526068773,0.144177244,5.71E-03
FBtr0089441,4.809844234,0.737377989,0.14411011,5.69E-03
FBtr0339633,4.810233636,0.855193817,0.144098444,5.69E-03
FBtr0307305,4.813117517,0.687896583,0.144012104,5.68E-03
FBtr0082078,4.815720266,0.527220645,0.14393427,5.66E-03
FBtr0074846,4.81741176,0.866828116,0.143883732,5.65E-03
FBtr0074655,4.817830554,0.801681028,0.143871224,5.65E-03
FBtr0073667,4.818118547,0.659189327,0.143862625,5.65E-03
FBtr0332202,4.818417546,0.768185135,0.143853698,5.65E-03
FBtr0333204,4.819104473,0.174356139,0.143833192,5.64E-03
FBtr0306633,4.820317976,0.736246355,0.143796983,5.64E-03
FBtr0332636,4.821281191,0.692792088,0.143768254,5.63E-03
FBtr0306089,4.821913314,0.729690546,0.143749407,5.63E-03
FBtr0078629,4.82220961,0.892696417,0.143740575,5.62E-03
FBtr0305545,4.822721515,0.659990399,0.143725317,5.62E-03
FBtr0303843,4.826441189,0.802600274,0.14361455,5.60E-03
FBtr0087383,4.827374781,0.563620042,0.143586776,5.60E-03
FBtr0330628,4.827374781,0.563620042,0.143586776,5.60E-03
FBtr0080546,4.828338694,0.694778784,0.143558111,5.59E-03
FBtr0113410,4.835275682,0.510570186,0.143352153,5.55E-03
FBtr0310310,4.836551314,0.739614021,0.143314344,5.54E-03
FBtr0076878,4.83947508,0.901146587,0.143227761,5.53E-03
FBtr0074795,4.83990461,0.837504636,0.14321505,5.52E-03
FBtr0344013,4.84030205,0.82029923,0.143203291,5.52E-03
FBtr0084581,4.841699394,0.59694614,0.143161961,5.51E-03
FBtr0073669,4.842047529,0.762047168,0.143151668,5.51E-03
FBtr0304804,4.843551327,0.864156839,0.143107223,5.50E-03
FBtr0088422,4.844620062,0.830517035,0.143075653,5.50E-03
FBtr0303586,4.847017883,0.850065863,0.143004874,5.49E-03
FBtr0078524,4.848085795,0.277013241,0.142973373,5.48E-03
FBtr0077243,4.850276342,0.323450628,0.142908802,5.47E-03
FBtr0071352,4.850637403,0.512610968,0.142898164,5.47E-03
FBtr0083553,4.854149648,0.889893436,0.14279477,5.45E-03
FBtr0082259,4.854545659,0.890397697,0.142783121,5.44E-03
FBtr0071439,4.857327549,0.749994887,0.142701346,5.43E-03
FBtr0340455,4.858893723,0.298535216,0.142655349,5.42E-03
FBtr0333713,4.860269434,0.560516108,0.14261497,5.41E-03
FBtr0344152,4.862351044,0.828874582,0.142553916,5.40E-03
FBtr0099989,4.862687451,0.841908934,0.142544054,5.40E-03
FBtr0343291,4.865398667,0.320179583,0.142464622,5.38E-03
FBtr0088553,4.865777278,0.870817639,0.142453536,5.38E-03
FBtr0088774,4.868318376,0.743128838,0.14237918,5.37E-03
FBtr0084085,4.870076724,0.254418447,0.142327774,5.36E-03
FBtr0077243,4.870528766,0.238144889,0.142314565,5.36E-03
FBtr0084186,4.8728512,0.789326129,0.142246736,5.34E-03
FBtr0330616,4.874192196,0.86546402,0.142207601,5.34E-03
FBtr0303083,4.874192196,0.86546402,0.142207601,5.34E-03
FBtr0329869,4.874192196,0.86546402,0.142207601,5.34E-03
FBtr0300041,4.874453221,0.914496592,0.142199986,5.34E-03
FBtr0077243,4.876345337,0.218194238,0.14214481,5.33E-03
FBtr0086709,4.878015596,0.494658268,0.142096139,5.32E-03
FBtr0075669,4.878444512,0.781294032,0.142083645,5.31E-03
FBtr0301441,4.879286509,0.698903857,0.142059127,5.31E-03
FBtr0305262,4.879321559,0.71271272,0.142058106,5.31E-03
FBtr0086306,4.88046533,0.872423256,0.142024814,5.30E-03
FBtr0300885,4.883704795,0.823528823,0.141930606,5.29E-03
FBtr0073144,4.884465562,0.741232118,0.1419085,5.28E-03
FBtr0307310,4.884660307,0.884766267,0.141902842,5.28E-03
FBtr0308567,4.888394191,0.932025016,0.141794453,5.26E-03
FBtr0300395,4.8886817,0.294635783,0.141786114,5.26E-03
FBtr0082876,4.890912955,0.918461395,0.141721431,5.25E-03
FBtr0333606,4.891110353,0.316707302,0.141715711,5.25E-03
FBtr0080831,4.892630814,0.759817458,0.14167167,5.24E-03
FBtr0299829,4.892703549,0.582621351,0.141669564,5.24E-03
FBtr0302568,4.893276608,0.87060639,0.141652973,5.24E-03
FBtr0339768,4.894061657,0.333737814,0.141630251,5.23E-03
FBtr0077243,4.895312979,0.426414973,0.141594048,5.22E-03
FBtr0303844,4.898041192,0.834924984,0.14151518,5.21E-03
FBtr0073609,4.899961802,0.825987282,0.141459711,5.20E-03
FBtr0083084,4.901290891,0.801199816,0.141421351,5.19E-03
FBtr0112862,4.902390085,0.474099403,0.141389642,5.19E-03
FBtr0077243,4.902929059,0.595156479,0.141374099,5.18E-03
FBtr0074386,4.904891667,0.817789937,0.141317531,5.17E-03
FBtr0077243,4.905827475,0.531320191,0.141290574,5.17E-03
FBtr0070170,4.907917873,0.936202805,0.141230395,5.16E-03
FBtr0334902,4.911594158,0.285955587,0.141124685,5.14E-03
FBtr0079686,4.911674789,0.877752516,0.141122369,5.14E-03
FBtr0333371,4.914090718,0.897889202,0.141052988,5.13E-03
FBtr0100552,4.915748391,0.459757574,0.141005423,5.12E-03
FBtr0333263,4.916175461,0.82407884,0.140993174,5.12E-03
FBtr0078339,4.917750678,0.692295015,0.140948012,5.11E-03
FBtr0085046,4.917831406,0.909491296,0.140945698,5.11E-03
FBtr0083066,4.918180892,0.78377864,0.140935682,5.11E-03
FBtr0083941,4.920218389,0.353283194,0.14087732,5.10E-03
FBtr0301495,4.920780913,0.859334565,0.140861215,5.09E-03
FBtr0080774,4.921302446,0.879478679,0.140846288,5.09E-03
FBtr0079588,4.922845493,0.670434751,0.14080214,5.08E-03
FBtr0070135,4.924004117,0.560333134,0.140769009,5.08E-03
FBtr0339384,4.92640547,0.29662535,0.140700392,5.06E-03
FBtr0308687,4.927880974,0.747007134,0.140658264,5.06E-03
FBtr0080886,4.9308655,0.836767769,0.140573127,5.04E-03
FBtr0308030,4.930944858,0.544564276,0.140570864,5.04E-03
FBtr0305946,4.932360893,0.890731146,0.140530508,5.03E-03
FBtr0333449,4.933778012,0.63162997,0.140490143,5.03E-03
FBtr0113395,4.934165407,0.573261709,0.140479113,5.02E-03
FBtr0077243,4.934786087,0.255568607,0.140461444,5.02E-03
FBtr0084580,4.937115636,0.920291257,0.140395168,5.01E-03
FBtr0073841,4.938337381,0.908024978,0.140360434,5.00E-03
FBtr0073533,4.941070161,0.850611259,0.140282805,4.99E-03
FBtr0086554,4.94130623,0.636678852,0.140276103,4.99E-03
FBtr0085921,4.9415402,0.881820176,0.140269461,4.99E-03
FBtr0330193,4.941671441,0.83294056,0.140265736,4.99E-03
