best_val_spearmanr,num_train_epochs,learning_rate,patience,warmup_percent
0.40192296807439865,45,1e-05,5,0.05
0.4300993147959932,45,1e-05,5,0.1
0.39514482143106155,45,1e-05,5,0.15
0.40159728904321623,45,5e-06,5,0.01
0.40919961642356806,45,5e-06,5,0.05
0.3997667205609599,45,5e-06,5,0.1
0.4086315689309652,45,5e-06,5,0.15
0.49756333809932785,50,0.0005,5,0.01
0.4819352563014076,50,0.0005,5,0.05
0.4878552286077799,50,0.0005,5,0.1
0.4907237831333009,50,0.0005,5,0.15
0.4749146919781173,50,0.0001,5,0.01
0.4960349550019564,50,0.0001,5,0.05
0.5014634966650341,50,0.0001,5,0.1
0.4682330300651406,50,0.0001,5,0.15
0.4281422054660461,50,5e-05,5,0.01
0.48671552426350606,50,5e-05,5,0.05
0.4627512339496313,50,5e-05,5,0.1
0.4508969667438576,50,5e-05,5,0.15
0.411360014699935,50,1e-05,5,0.01
0.398535666619909,50,1e-05,5,0.05
0.4252951922516904,50,1e-05,5,0.1
0.4107339057448691,50,1e-05,5,0.15
0.4119964448305219,50,5e-06,5,0.01
0.4100239284100034,50,5e-06,5,0.05
0.39484481148417994,50,5e-06,5,0.1
0.3977947964526562,50,5e-06,5,0.15
0.48088037189523336,55,0.0005,5,0.01
0.4877638461986475,55,0.0005,5,0.05
0.49373187219915776,55,0.0005,5,0.1
0.47301992612298227,55,0.0005,5,0.15
0.4695225556230942,55,0.0001,5,0.01
0.45693378384696964,55,0.0001,5,0.05
0.48021227953173473,55,0.0001,5,0.1
0.4837993754168194,55,0.0001,5,0.15
0.47471561941933604,55,5e-05,5,0.01
0.4791314405526256,55,5e-05,5,0.05
0.468308629731439,55,5e-05,5,0.1
0.462356140381099,55,5e-05,5,0.15
0.4380604288738881,55,1e-05,5,0.01
0.4285023374701509,55,1e-05,5,0.05
0.42449232313935475,55,1e-05,5,0.1
0.4273080989915942,55,1e-05,5,0.15
0.4063252541111829,55,5e-06,5,0.01
0.40709214447608094,55,5e-06,5,0.05
0.38094076303491314,55,5e-06,5,0.1
0.39368335913204744,55,5e-06,5,0.15
0.48273835510022933,60,0.0005,5,0.01
0.48348652601650616,60,0.0005,5,0.05
0.4783473237012664,60,0.0005,5,0.1
0.4922318881951809,60,0.0005,5,0.15
0.4742104239930502,60,0.0001,5,0.01
0.49613211238559757,60,0.0001,5,0.05
0.5066334277508852,60,0.0001,5,0.1
0.4793371576133276,60,0.0001,5,0.15
0.4478607738958026,60,5e-05,5,0.01
0.4824993663113908,60,5e-05,5,0.05
0.508567109059245,60,5e-05,5,0.1
0.4341381547808011,60,5e-05,5,0.15
0.4297757193493637,60,1e-05,5,0.01
0.4180676639982018,60,1e-05,5,0.05
0.4220497386085756,60,1e-05,5,0.1
0.4096780205618623,60,1e-05,5,0.15
0.3841404434425738,60,5e-06,5,0.01
0.4145183351339113,60,5e-06,5,0.05
0.4045091722837316,60,5e-06,5,0.1
0.3930511962974538,60,5e-06,5,0.15
0.5094562418533073,40,0.0001,5,0.15
0.5094562418533073,40,0.0001,5,0.15
