"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0260866",118.155121711459,140.243708560649,35.3921603016833,40,50,11,64.5447472148785,95.3754191901665,75.6723899601659,156,235,179,1.81792022663277,1.4655573978044,0.474644918732681
"FBgn0260933",1.81828286313589,0,0,1,0,0,3.56560497179408,3.99721460176242,2.34204812072558,14,16,9,0.617285744287341,0.200111478031646,0.29921771437058
"FBgn0260934",466.339917979634,473.436375323626,450.313865021812,564,603,500,456.661091550132,422.953439606233,456.183664286984,3943,3723,3855,1.02114845812372,1.11907660370507,0.987160960192385
"FBgn0260935",64.6991640705792,78.9885172812658,57.8882340117141,28,36,23,77.0302558899873,97.1489478822662,77.3834974842646,238,306,234,0.841970378300523,0.81497070531225,0.751283572457785
"FBgn0260936",646.592023252078,624.906992705605,566.358677822166,337,343,271,471.651595450222,500.612216315434,410.244623577598,1755,1899,1494,1.370125541701,1.24779056878473,1.37961360536817
"FBgn0260938",198.386480464194,244.663199534128,188.419604907152,164,213,143,452.739538540688,473.352032882013,418.962786766097,2672,2848,2420,0.439429371981683,0.517892161316473,0.451039022685244
"FBgn0260940",412.667121554468,402.441319184005,376.601170138954,37,38,31,115.604199209994,108.800910625496,153.236151643818,74,71,96,3.54761770465478,3.67429848154944,2.44820145027321
"FBgn0260941",95.4314207422568,93.9328037344394,77.3266505238486,82,85,61,142.962085779555,111.291709540886,122.754347993326,877,696,737,0.669839008097725,0.845412400635628,0.632920392648128
"FBgn0260944",322.821366651151,476.110869707682,486.29476801953,47,73,65,433.895055424231,483.181626835031,487.571092888505,451,512,496,0.744596570166267,0.985396477818524,0.997387637362192
"FBgn0260945",1146.16521088892,924.976230273164,837.807860256242,453,385,304,468.870177021448,460.618032075983,428.014375652062,1323,1325,1182,2.44145141996648,2.00593600321217,1.95519755947882
"FBgn0260954",2482.53451790042,1511.92784260968,2778.65986760051,145,93,149,0,9.40943013106554,2.45029939329854,0,4,1,2483.53451790042,145.342043085966,805.628599361376
"FBgn0260959",86.6672853667107,185.828517613846,149.21463001991,31,70,49,756.561726641707,817.028162348158,737.812953063842,1932,2127,1844,0.115722959969668,0.228388857759558,0.203318890656929
"FBgn0260960",107.017838218914,164.693650747196,84.4110489895633,29,47,21,328.228015238073,375.70971138575,366.001840705964,635,741,693,0.328094309169904,0.439844383458238,0.232726486671748
"FBgn0260962",2306.71083977722,1841.12851224922,2091.33834629864,853,717,710,860.968587299393,795.865408134185,789.138460133884,2273,2142,2039,2.67725631047349,2.31171850784998,2.64806543646048
"FBgn0260964",2.58055782788797,3.67557828755337,0,2,3,0,0,0.531839870021808,0.18466111729678,0,3,1,3.58055782788797,3.05226308510093,0.844123256346803
"FBgn0260965",403.799557720882,454.092924408383,372.064044831366,331,392,280,319.709379781577,273.045464140098,225.051867686923,1871,1629,1289,1.26220055676755,1.66064753465772,1.65034710240949
"FBgn0260970",329.267723155479,462.606690821585,415.985349707428,294,435,341,516.736536955667,514.415734205454,482.779317747639,3294,3343,3012,0.63790692674981,0.89948105976288,0.86193298144454
"FBgn0260972",353.46288320794,393.723312013926,399.812215014223,52,61,54,289.439501144865,217.606783709514,319.084842755297,304,233,328,1.22043620723319,1.80563157883717,1.25220616997676
"FBgn0260985",679.808690398836,822.370689902158,892.623570909536,73,93,88,890.89865038563,763.860794186974,891.624161751156,683,597,669,0.763325171648678,1.07649744392688,1.00111963041245
"FBgn0260986",630.067759881155,797.713270580193,745.117282234754,105,140,114,690.056833602771,558.989550384888,757.457731147599,821,678,882,0.913192271887585,1.42630031226695,0.983729549576648
"FBgn0260987",2051.67929200398,2090.15848954074,2180.47640234581,494,530,482,1396.16746433572,1115.5918292957,1282.10776418459,2400,1955,2157,1.46917198145602,1.87280475700754,1.70015057443919
"FBgn0260990",22.0254536957406,100.389183768173,62.3763614299133,10,48,26,303.881904043434,316.24028334253,305.135037815963,985,1045,968,0.0755225331197758,0.319597444246075,0.207020933905686
"FBgn0260991",1475.53077721005,1383.5422355694,1325.23562324841,399,394,329,1181.01107232472,1246.88377070315,1248.51906017232,2280,2454,2359,1.24916831303965,1.10951217419011,1.0613968730221
"FBgn0261004",279.914006373308,412.762713147851,304.892300308351,85,132,85,332.109995203297,353.824983072511,305.873787176565,720,782,649,0.843307046976679,1.16610366486876,0.996801659479476
"FBgn0261015",3.16404241363292,1.00147904032959,1.14879587754434,3,1,1,0,0.14490957366956,0,0,1,0,4.16404241363292,1.74815468955738,2.14879587754434
"FBgn0261016",104.559189898086,203.888553991597,138.294504334847,56,115,68,553.654438792827,520.513822279234,569.70921222063,2117,2029,2132,0.190315235063888,0.392872720220814,0.244072640413235
"FBgn0261019",25.1199824940651,262.381276288934,131.335580018501,5,55,24,0,0,0,0,0,0,26.1199824940651,263.381276288934,132.335580018501
"FBgn0261020",1029.85906956455,962.979485401679,864.867749454544,131,129,101,324.842065793079,295.960056867796,308.282536851843,295,274,274,3.1636770625533,3.24615874461135,2.79960116166961
"FBgn0261049",148.106438878147,237.625391039253,216.951359279954,29,49,39,228.197230976898,202.089833705454,211.234885459168,319,288,289,0.650559512619837,1.17497457497226,1.02693465689403
"FBgn0261064",39.7973460466645,86.3767534588923,123.853388704699,7,16,20,203.863643618713,264.02728420585,236.777766346031,256,338,291,0.199143905311942,0.32968965335292,0.525084370264473
"FBgn0261065",115.015108887895,172.921133037511,193.13776610293,24,38,37,327.572338089738,321.979742899294,329.212828074961,488,489,480,0.35308848444877,0.538489291855496,0.587917093453619
"FBgn0261067",17.8488583095585,169.484998814961,116.649671198405,1,10,6,305.009957660088,282.022864408786,408.716606283539,122,115,160,0.0615955717705617,0.602371823107265,0.2871488960762
"FBgn0261068",216.543232861493,356.408069034817,408.835436332238,15,26,26,139.523124474994,142.811075744398,239.664221813855,69,72,116,1.54809561539607,2.48526107731824,1.70293462502802
"FBgn0261108",129.310609851067,232.30111725687,182.723960478621,37,70,48,634.426306521223,613.196080255431,615.718705654766,1296,1277,1231,0.205075881362986,0.379847942305077,0.297905607198281
"FBgn0261109",24.4927157200009,40.7001315707339,73.3654291434544,4,7,11,204.983354868716,171.626029280923,200.680092142981,239,204,229,0.12376104727612,0.241563405845785,0.368729646804867
"FBgn0261111",80.8873116456292,38.4035373037368,7.3421116104327,12,6,1,50.9843234447451,65.7557205514396,41.4819792600875,54,71,43,1.57523088153044,0.590264579248663,0.19636824262259
"FBgn0261112",191.12714264847,261.553389708444,330.642774494891,34,49,54,298.418955124228,286.545370741473,316.979759008169,379,371,394,0.641666599126154,0.913085086473193,1.0429681924703
"FBgn0261119",1720.3170526886,1389.64194247486,1437.90471190385,288,245,221,477.744680595926,553.161492858751,548.836383059231,571,674,642,3.59548026840937,2.50945249786476,2.61696889517921
"FBgn0261238",190.919136820629,254.421946128058,204.411217105712,176,247,173,357.369806586959,386.46960925581,367.629498141796,2352,2593,2368,0.535533779054736,0.659205109321044,0.557229462485119
"FBgn0261239",18.9518776432952,43.9899266587146,61.9291793721871,9,22,27,201.748159505871,177.934796963335,182.329511335406,684,615,605,0.0984071948762497,0.251431959698332,0.343257225275948
"FBgn0261243",380.420442776858,311.650027671689,287.078129450138,153,132,106,335.384083612536,369.295611504441,335.564467422592,963,1081,943,1.13388373992212,0.844325500919257,0.85593744240513
"FBgn0261244",263.556121604608,265.640629455772,280.659632583144,179,190,175,255.319783236411,233.252024161956,242.542170431243,1238,1153,1151,1.03213305763684,1.13826392924325,1.156512780043
"FBgn0261258",28.9787262384364,9.17231286729839,5.26077670383972,12,4,2,8.45632761537515,13.2719297522853,6.91225737732171,25,40,20,3.17022923250815,0.712749645202644,0.791275663224063
"FBgn0261260",18.4083393270698,26.501569691356,23.2850537505926,31,47,36,5.822301657009,30.5956878943461,14.5325185755196,70,375,171,2.84483746143508,0.870421615231782,1.56349748641973
"FBgn0261261",44.7399600201639,58.9282000830235,34.5842534521125,31,43,22,47.5056763303564,62.4626619622559,47.9196615122863,235,315,232,0.94298159474458,0.944306435154981,0.72740187384934
"FBgn0261266",191.984061329641,312.513802692952,448.105444237776,21,36,45,207.445796873174,228.608989983114,243.360832948705,162,182,186,0.925823711605273,1.36542477154753,1.83787818538027
"FBgn0261268",217.555878740382,274.827312903505,232.738007684399,112,149,110,377.919056413163,373.109243806208,371.685883223952,1389,1398,1337,0.57678777311763,0.737290824726015,0.627171616113892
"FBgn0261270",2691.91429996495,2012.15608450016,2544.40936222913,484,381,420,1442.78160169604,1548.97944075061,1410.49465383097,1852,2027,1772,1.86518119970606,1.29882760478761,1.80334325413176
"FBgn0261274",79.962885226822,393.883137245969,228.633355548874,16,83,42,402.513140846509,443.585180124011,338.3151708512,575,646,473,0.200644977898301,0.888205803746813,0.67675534510532
"FBgn0261276",878.12064610856,801.175408208665,714.479236090232,332,319,248,360.102482072184,343.782114046412,369.451795216179,972,946,976,2.43454611849726,2.32661549288106,1.93136933152857
"FBgn0261278",1834.66828128857,1742.12123872102,2084.6202965755,533,533,556,1377.47691538882,1290.65425134196,1454.24826990082,2857,2729,2952,1.33166414380671,1.34952618853692,1.43317146614278
"FBgn0261279",492.481319270271,432.565936643674,486.616996056763,280,259,254,478.929662766022,465.44037083463,501.684736297532,1944,1926,1993,1.02823675541567,0.929520607034652,0.970025466952213
"FBgn0261283",111.264924432662,174.449204401553,124.012175100474,43,71,44,395.782151869143,380.76351688471,378.100648960044,1092,1071,1021,0.282938443435042,0.459575618522336,0.329759855182021
"FBgn0261284",850.956379947599,737.151255158783,585.405462287303,57,52,36,167.288534015,303.577930018062,222.20695152428,80,148,104,5.06247430898447,2.42352180643886,2.62718279284198
"FBgn0261285",30.4648147634844,77.1415030890736,38.7139208718462,12,32,14,124.104196767593,129.75863627042,121.354426314158,349,372,334,0.251508866820326,0.597601086382321,0.324580990391605
"FBgn0261286",574.924089199958,643.034209356947,544.93860092634,208,245,181,389.0961897867,433.699889750587,383.716755925533,1005,1142,970,1.47636430264768,1.4815605537109,1.41906634561042
"FBgn0261341",31.0244513522562,16.8339829904049,67.5858736842112,7,4,14,0,1.21790132397449,0,0,2,0,32.0244513522562,8.04092715831303,68.5858736842112
"FBgn0261353",54.9123803061891,189.016232818359,239.250077748986,8,29,32,0,0,0,0,0,0,55.9123803061891,190.016232818359,240.250077748986
"FBgn0261360",114.269918219207,116.146996274237,120.960753970805,71,76,69,422.01040365796,363.539342970564,402.169995406938,1872,1644,1746,0.272499014734428,0.321356250109049,0.302504539921687
"FBgn0261361",85.4652173128696,139.584974268322,189.907184576427,25,43,51,350.991914859103,315.641938963405,336.122812312446,733,672,687,0.245645464179143,0.443987220165959,0.566283792149591
"FBgn0261373",64.8648250063064,61.5928178635334,0,5,5,0,274.384730397008,278.06087285956,341.624436549974,151,156,184,0.2391738456644,0.224298079562855,0.00291864763082695
"FBgn0261380",38.6988520870958,36.7467475306774,42.1521673209577,5,5,5,264.521910183085,309.454715167748,313.47749885696,244,291,283,0.149512528211786,0.121585357498216,0.137218616523611
"FBgn0261381",480.483327679154,580.084300718413,598.125194372464,70,89,80,0,0,0,0,0,0,481.483327679154,581.084300718413,599.125194372464
"FBgn0261383",517.199941647085,586.781471737224,554.207253850471,308,368,303,532.27497718118,523.732644867161,474.882920241569,2263,2270,1976,0.971731215265753,1.12015419182853,1.16668875942981
"FBgn0261385",2801.37570278979,2550.25567904291,2475.53318409676,1187,1138,963,961.299654294136,990.29755831055,908.583357447155,2908,3054,2690,2.91216534297249,2.5736527419587,2.72271162815404
"FBgn0261387",1545.37746337048,1382.35524001447,1371.01948163111,690,650,562,701.4569593642,606.524215815536,639.790636378926,2236,1971,1996,2.20138393214884,2.27703720115496,2.14113534708359
"FBgn0261393",248.679756014138,144.082668872092,215.778468088295,59,36,47,83.8340622318345,88.0254078204983,132.106563314116,142,152,219,2.94315454718899,1.62967710481733,1.62860840736097
"FBgn0261394",3041.75363767497,2488.86891784963,2479.01531453302,282,243,211,2060.78670296392,1541.2897988584,1837.01942284634,1364,1040,1190,1.47578487789297,1.61439757929581,1.34928678321173
"FBgn0261396",911.373818174353,1023.24138225019,1123.81223371921,159,188,180,1138.46425646497,1109.65111476154,1039.36454401561,1418,1409,1267,0.800704201994773,0.922199031394389,1.08117124924082
"FBgn0261397",127.516943432115,260.561680737365,260.210217019636,79,170,148,429.348067987588,408.735326647281,400.111053622786,1899,1843,1732,0.298634879512975,0.638367413612178,0.651216700862309
"FBgn0261403",693.397572241151,650.291545208463,826.760094834157,243,240,266,928.872086714095,814.699825514758,869.03951815655,2324,2078,2128,0.746766767346416,0.798445120173291,0.951405169029591
"FBgn0261434",6.69759329037676,0,36.4762851864828,1,0,5,29.0819960257571,62.5754125053185,38.3416344120487,31,68,40,0.255887052301512,0.0157293513418626,0.952585873631255
"FBgn0261436",224.424135424335,263.245379291464,258.830213828914,34,42,36,221.894036627444,210.404326339562,272.066450371382,240,232,288,1.01135112825437,1.24995256183654,0.951527415673122
"FBgn0261437",3176.37280044923,2440.90127154476,2550.2784589305,194,157,143,412.805988577577,299.197125255711,419.444620169219,180,133,179,7.67841183587308,8.13432596819416,6.06804876681184
"FBgn0261439",225.168215445528,442.115486363274,498.836412106635,59,122,120,600.314143910402,635.002235616872,699.128333075552,1123,1211,1280,0.376123225664933,0.696720013780277,0.713921132017231
"FBgn0261444",107.779037963769,135.355930369846,108.560449299929,93,123,86,208.916935352178,310.818746370083,258.410803529963,1287,1952,1558,0.518200390936876,0.43729227943214,0.422343432922116
"FBgn0261445",286.021089465171,459.956212168602,361.793441747669,62,105,72,360.565617539562,341.008087982926,372.372268063249,558,538,564,0.793828493478823,1.34779330771737,0.971666812935909
"FBgn0261456",669.981467474197,543.778474799898,660.460121236049,179,153,162,533.705013025905,564.147182183173,520.14071176082,1018,1097,971,1.25486287042102,0.963958579241977,1.26925436126669
"FBgn0261458",1168.65027125498,1199.09195016838,1046.63583734097,360,389,296,962.601794139957,1034.32935157175,994.696499735536,2117,2319,2141,1.21383156234046,1.15914027584218,1.05216382463856
"FBgn0261461",91.2253763828998,114.609754213358,55.0334367461853,65,86,36,100.060768689799,96.0301676193803,86.369940770201,509,498,430,0.912573470185851,1.19148257753053,0.641335409549648
"FBgn0261477",289.544283775311,210.247213719825,270.857431922555,85,65,73,541.069270909714,569.590431337849,533.3413436328,1134,1217,1094,0.535991061230444,0.370225650690494,0.508771097655089
"FBgn0261479",546.425012378081,465.18611523934,502.829193083252,58,52,49,723.147486513407,763.713778164828,914.164032357613,548,590,678,0.755957898871953,0.609621702329073,0.550534303435532
"FBgn0261524",1882.77552030094,1956.36594941694,1652.34767464845,350,383,282,903.42775150975,903.187132132158,926.164189797378,1199,1222,1203,2.08283692882751,2.16477970085826,1.78323072961842
"FBgn0261530",20.1907054367456,95.8610805148105,74.7742794215249,5,25,17,304.303893824304,358.973017863797,296.47679873459,538,647,513,0.0694085659088921,0.269078724537792,0.254723325462202
"FBgn0261532",639.773490749007,437.400786971496,625.629068286001,225,162,202,390.711753128241,380.911755187253,381.714291343891,981,975,938,1.63582911575091,1.14791121513541,1.63732863511736
"FBgn0261535",863.666341675956,605.414143978922,694.470123489687,191,141,141,148.841567546037,152.214052588763,176.671759228401,235,245,273,5.77053721364933,3.95795381515413,3.91435378649933
"FBgn0261545",2.57992347247305,7.34934950613547,19.6710114164469,1,3,7,14.0933804605742,6.73498234614801,15.8769522389273,39,19,43,0.237185001850597,1.07942709271902,1.22480712890616
"FBgn0261547",10.6563053037394,12.6484552993016,13.0581304730287,8,10,9,49.6297456589305,39.8978228878923,44.7998323520271,266,218,235,0.230226424249939,0.333720827553932,0.306947203757756
"FBgn0261549",11.4375857519839,13.0327610248296,14.9498706766919,15,18,18,7.79667999592761,5.9716452014233,6.11115065192912,73,57,56,1.41389544211473,2.01283350190637,2.24293809221507
"FBgn0261550",281.136141846563,293.473332700562,300.139583299924,151,166,148,332.501541713223,314.389224935771,328.544853669939,1275,1229,1233,0.845981521995995,0.933682286579485,0.913804539644048
"FBgn0261552",5.37817721831206,11.6728760530831,2.51061517806231,7,16,3,5.91893408463579,38.7417442535861,15.504152815591,55,367,141,0.921843905476056,0.318880720791201,0.212711019904392
"FBgn0261553",68.954108135717,99.7018219100224,59.7444187263745,44,67,35,144.875567441168,139.31176249485,135.692143421781,660,647,605,0.479546433736616,0.717700498657186,0.444388515724273
"FBgn0261554",98.8925532198963,102.224682968451,77.7200695747009,79,86,57,130.45273217279,167.17787486801,149.415071854572,744,972,834,0.759912339353974,0.613782776417318,0.523352271844212
"FBgn0261556",273.837174169988,302.895195675105,260.855413606684,279,325,244,153.837436059383,137.820916606442,139.345109872559,1119,1022,992,1.77500468339313,2.18911676355409,1.86579649155188
"FBgn0261560",55.603330786863,92.3973847844211,75.7064091221438,4,7,5,128.507506642848,288.399033517159,175.071457578936,66,151,88,0.437066022303728,0.32272873772014,0.435654990177809
